id,satisfaction_v2,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,Churn
113975,satisfied,Male,Loyal Customer,38,Business travel,Business,1751,1,1,1,1,3,3,5,5,5,5,5,4,5,4,2,0,0
106640,neutral or dissatisfied,Male,Loyal Customer,32,Business travel,Eco Plus,1336,1,2,2,2,1,1,1,1,4,4,3,3,4,1,14,26,1
77394,neutral or dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,1426,1,5,1,3,5,1,5,5,3,5,4,4,5,5,0,0,1
86332,satisfied,Female,Loyal Customer,8,Personal Travel,Business,1560,1,1,1,1,4,5,5,3,3,4,3,3,3,4,4,22,0
55624,satisfied,Female,Loyal Customer,48,Business travel,Business,1831,2,2,2,2,2,3,5,5,5,5,5,3,5,4,8,37,0
125929,neutral or dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,2472,2,5,3,2,5,3,4,5,4,3,4,3,4,5,46,33,1
107311,neutral or dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,1879,2,1,2,3,3,2,5,3,1,5,4,4,4,3,52,37,1
86388,neutral or dissatisfied,Female,Loyal Customer,40,Business travel,Eco,1591,2,2,5,2,2,2,2,2,4,5,4,1,4,2,13,8,1
29194,satisfied,Male,Loyal Customer,58,Personal Travel,Eco Plus,1902,4,5,5,1,1,5,1,1,3,2,4,3,5,1,0,0,0
41592,neutral or dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,2361,1,5,1,4,2,1,2,2,4,2,4,3,5,2,0,2,1
48517,satisfied,Female,Loyal Customer,27,Business travel,Business,3156,2,2,2,2,4,5,4,4,5,2,4,4,1,4,0,0,0
6652,neutral or dissatisfied,Female,Loyal Customer,21,Business travel,Eco Plus,1862,3,1,1,1,3,3,2,3,2,2,3,4,3,3,38,45,1
118722,satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1357,3,3,3,3,2,2,2,5,5,5,5,4,5,2,0,0,0
103297,satisfied,Female,disloyal Customer,37,Business travel,Business,2612,4,5,5,3,3,5,4,3,4,3,4,3,5,3,46,,1
12498,satisfied,Female,Loyal Customer,18,Business travel,Eco Plus,1316,5,2,2,2,5,5,4,5,5,2,2,1,4,5,5,0,0
21264,satisfied,Male,Loyal Customer,59,Business travel,Business,636,2,2,5,2,3,5,5,5,5,5,5,3,5,5,0,0,0
95482,neutral or dissatisfied,Female,Loyal Customer,72,Business travel,Eco Plus,218,4,5,4,5,1,4,3,4,4,4,4,3,4,1,0,0,1
31642,satisfied,Female,Loyal Customer,56,Business travel,Business,1015,4,4,4,4,3,3,3,5,5,5,5,1,5,4,80,67,0
79924,neutral or dissatisfied,Male,Loyal Customer,25,Business travel,Business,3488,4,2,2,2,4,4,4,1,5,3,3,4,2,4,176,164,1
86306,satisfied,Female,disloyal Customer,22,Business travel,Eco,1691,0,0,0,2,3,0,3,3,5,2,5,5,5,3,0,0,1
87751,neutral or dissatisfied,Female,disloyal Customer,20,Business travel,Eco,1524,2,0,2,2,5,2,5,5,4,2,5,5,4,5,3,13,1
48789,satisfied,Female,Loyal Customer,50,Business travel,Business,1872,1,1,1,1,4,4,4,5,5,4,5,5,5,4,7,3,0
49437,neutral or dissatisfied,Male,disloyal Customer,35,Business travel,Eco,1718,3,3,3,3,1,3,4,1,3,3,2,3,3,1,0,0,1
76772,satisfied,Male,Loyal Customer,56,Business travel,Business,1826,4,4,4,4,2,4,4,2,2,2,2,5,2,4,0,0,0
9811,satisfied,Male,Loyal Customer,41,Business travel,Business,1579,3,2,3,3,4,5,5,5,5,5,5,5,5,5,0,11,0
83539,satisfied,Female,Loyal Customer,39,Business travel,Business,2856,2,2,2,2,2,4,5,4,4,5,4,3,4,3,0,0,0
80634,satisfied,Male,Loyal Customer,38,Business travel,Business,314,0,0,0,1,5,5,4,3,3,2,2,4,3,5,0,0,0
6645,satisfied,Male,Loyal Customer,44,Business travel,Business,2619,5,5,5,5,5,4,4,4,4,4,4,3,4,5,6,3,0
40861,satisfied,Female,Loyal Customer,31,Personal Travel,Eco,1728,5,5,4,5,5,5,4,3,3,3,3,3,3,5,0,0,0
43736,satisfied,Male,Loyal Customer,34,Business travel,Business,628,2,2,5,2,3,4,5,5,5,5,5,5,5,4,36,41,0
105927,satisfied,Female,Loyal Customer,56,Business travel,Business,3229,3,3,3,3,4,4,4,3,4,5,5,4,4,4,258,247,0
58862,satisfied,Female,Loyal Customer,46,Business travel,Business,927,1,1,1,1,5,4,4,4,4,5,4,3,4,5,10,20,0
58872,satisfied,Female,Loyal Customer,45,Business travel,Business,2579,2,2,2,2,3,4,5,5,5,5,5,4,5,4,10,0,0
63662,neutral or dissatisfied,Female,Loyal Customer,58,Business travel,Eco,2418,3,1,1,1,3,4,3,3,3,3,3,1,3,2,32,13,1
126829,neutral or dissatisfied,Female,Loyal Customer,29,Business travel,Eco,3378,3,2,2,2,3,3,3,3,4,3,4,2,3,3,10,0,1
118460,satisfied,Female,Loyal Customer,45,Business travel,Business,312,2,2,2,2,2,5,4,3,3,4,3,5,3,4,15,3,0
50941,neutral or dissatisfied,Female,Loyal Customer,31,Personal Travel,Eco,1568,4,2,4,2,4,4,4,4,1,4,2,1,2,4,0,0,1
49830,neutral or dissatisfied,Male,Loyal Customer,37,Business travel,Eco,949,1,3,3,3,1,1,1,1,1,1,3,2,3,1,0,0,1
16395,neutral or dissatisfied,Female,disloyal Customer,17,Business travel,Eco,1905,2,1,2,4,1,2,1,1,3,4,4,3,3,1,51,63,1
110581,neutral or dissatisfied,Female,Loyal Customer,44,Business travel,Business,528,2,5,5,5,5,1,2,2,2,2,2,1,2,4,102,96,1
111963,satisfied,Female,Loyal Customer,26,Business travel,Business,5224,2,2,4,2,4,4,4,4,5,3,4,5,4,4,13,17,0
66761,satisfied,Female,Loyal Customer,59,Personal Travel,Eco,843,4,5,4,2,4,4,4,5,5,4,1,3,5,3,0,0,0
119900,satisfied,Male,Loyal Customer,40,Business travel,Business,2499,2,2,2,2,2,5,4,5,5,5,5,3,5,5,0,0,0
1112,neutral or dissatisfied,Female,Loyal Customer,26,Personal Travel,Eco,1804,4,4,4,3,2,4,2,2,4,3,4,5,5,2,0,0,1
77583,satisfied,Female,Loyal Customer,46,Business travel,Business,1800,4,4,4,4,5,5,5,4,4,4,4,3,4,4,2,0,0
7394,satisfied,Male,disloyal Customer,26,Business travel,Business,2153,5,5,5,4,1,5,1,1,3,2,5,5,5,1,45,46,1
70949,neutral or dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1907,3,4,3,3,2,3,2,2,3,5,4,3,4,2,64,45,1
113185,satisfied,Male,Loyal Customer,45,Business travel,Business,1946,1,1,1,1,2,4,5,4,4,3,4,5,4,4,0,0,0
125566,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1610,2,2,2,2,4,5,5,4,4,4,4,4,4,3,0,0,0
34207,satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2256,5,4,5,1,3,5,3,3,3,4,4,5,5,3,3,1,0
63359,neutral or dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,2031,2,4,2,4,4,2,4,4,3,3,5,4,4,4,4,0,1
4467,satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1933,0,4,0,2,3,0,1,3,3,2,5,3,5,3,80,75,0
25943,neutral or dissatisfied,Female,Loyal Customer,18,Business travel,Eco Plus,2200,1,1,1,1,1,1,2,1,3,3,4,2,4,1,1,14,1
59013,satisfied,Female,disloyal Customer,49,Business travel,Business,2852,4,4,4,2,5,4,5,5,5,3,4,3,4,5,9,0,1
45240,satisfied,Female,Loyal Customer,45,Personal Travel,Eco,1043,2,2,2,2,4,1,1,3,3,4,3,1,3,1,10,10,0
122163,satisfied,Male,Loyal Customer,54,Business travel,Business,554,2,2,2,2,5,5,5,4,4,4,4,4,4,5,0,0,0
25388,neutral or dissatisfied,Male,disloyal Customer,41,Business travel,Eco Plus,2306,1,1,1,3,1,5,5,3,2,3,3,5,1,5,306,295,1
65453,neutral or dissatisfied,Female,Loyal Customer,60,Business travel,Business,1817,2,5,5,5,5,4,3,2,2,2,2,3,2,4,0,0,1
80290,satisfied,Male,Loyal Customer,56,Business travel,Business,1526,1,1,1,1,4,4,5,5,5,5,5,5,5,5,0,0,0
118211,satisfied,Female,disloyal Customer,54,Business travel,Business,2955,4,4,4,3,2,4,2,2,3,5,5,5,5,2,5,0,1
45663,neutral or dissatisfied,Female,Loyal Customer,37,Business travel,Eco Plus,1711,4,2,2,2,4,4,4,4,3,1,3,2,3,4,0,0,1
111998,satisfied,Female,Loyal Customer,46,Business travel,Business,543,2,5,2,2,5,5,4,4,4,4,4,5,4,4,63,57,0
18991,neutral or dissatisfied,Male,Loyal Customer,31,Business travel,Business,2025,3,1,1,1,3,3,3,4,3,4,4,3,2,3,178,202,1
3880,satisfied,Male,disloyal Customer,21,Business travel,Eco,2059,5,0,5,4,5,5,5,5,4,4,5,5,5,5,0,0,1
3638,satisfied,Male,Loyal Customer,35,Business travel,Business,1535,1,1,1,1,3,5,4,5,5,5,5,5,5,5,0,,0
78057,satisfied,Female,Loyal Customer,62,Personal Travel,Eco,249,4,1,1,1,4,4,4,4,3,4,4,5,5,4,0,16,0
33221,neutral or dissatisfied,Male,Loyal Customer,30,Business travel,Eco Plus,1007,2,2,2,2,2,2,2,2,1,2,4,4,3,2,81,76,1
95344,neutral or dissatisfied,Female,disloyal Customer,64,Personal Travel,Eco,1531,1,5,1,3,3,1,3,3,4,4,5,4,5,3,0,0,1
4662,neutral or dissatisfied,Female,disloyal Customer,23,Business travel,Eco,1724,2,1,2,2,2,2,2,2,4,1,2,4,3,2,0,14,1
40314,satisfied,Female,Loyal Customer,28,Personal Travel,Eco,1597,1,1,1,1,4,4,4,3,3,4,3,4,3,5,0,0,0
29488,neutral or dissatisfied,Male,disloyal Customer,37,Business travel,Business,2071,2,2,2,2,1,2,1,1,2,3,3,4,3,1,0,0,1
114432,neutral or dissatisfied,Female,disloyal Customer,34,Business travel,Business,2075,1,2,2,5,2,2,2,2,3,3,5,4,4,2,0,0,1
76142,neutral or dissatisfied,Female,disloyal Customer,28,Business travel,Business,1780,3,3,3,1,1,3,1,1,4,5,5,3,4,1,8,0,1
66539,satisfied,Female,Loyal Customer,29,Business travel,Business,4806,1,1,1,1,5,5,5,5,4,2,5,5,4,5,74,75,0
8502,satisfied,Male,disloyal Customer,23,Business travel,Business,1647,5,4,5,3,5,5,4,5,5,5,5,3,5,5,0,0,1
82638,neutral or dissatisfied,Male,Loyal Customer,44,Business travel,Eco Plus,1670,4,4,3,4,4,4,4,4,4,3,3,4,4,4,3,0,1
58167,satisfied,Male,disloyal Customer,30,Business travel,Business,2604,0,0,0,3,4,0,4,4,4,2,5,4,5,4,25,7,1
18879,neutral or dissatisfied,Male,Loyal Customer,41,Business travel,Eco,1677,1,3,2,3,1,1,1,1,4,4,4,4,3,1,11,8,1
49928,neutral or dissatisfied,Female,Loyal Customer,58,Business travel,Business,1644,2,1,5,1,3,4,3,2,2,2,2,3,2,2,84,113,1
66057,satisfied,Female,disloyal Customer,54,Business travel,Eco,1747,5,0,5,1,2,5,2,2,5,4,1,4,1,2,0,0,1
62046,neutral or dissatisfied,Female,disloyal Customer,26,Business travel,Eco,2242,2,2,2,3,3,2,4,3,3,5,3,3,4,3,0,0,1
98260,satisfied,Female,Loyal Customer,59,Business travel,Business,1189,3,3,3,3,3,5,5,4,4,4,4,5,4,4,0,0,0
42644,neutral or dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,1488,1,1,1,3,3,1,3,3,4,1,3,4,3,3,0,6,1
3289,satisfied,Female,Loyal Customer,29,Personal Travel,Eco,1899,3,3,3,3,3,4,5,1,1,2,1,4,1,3,40,40,0
98388,satisfied,Female,Loyal Customer,30,Business travel,Business,3616,4,4,4,4,4,4,4,4,3,2,5,3,4,4,0,0,0
90042,satisfied,Male,Loyal Customer,24,Business travel,Business,4173,1,1,1,1,5,5,5,5,5,5,5,5,5,5,2,15,0
99699,neutral or dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,2217,1,4,1,3,2,1,2,2,1,4,2,2,4,2,0,0,1
111019,neutral or dissatisfied,Male,Loyal Customer,52,Business travel,Eco,1433,3,5,4,5,3,3,3,3,3,4,4,3,3,3,74,71,1
98014,satisfied,Male,Loyal Customer,53,Business travel,Business,1014,2,2,2,2,3,4,4,4,4,4,4,4,4,5,4,13,0
70009,satisfied,Female,Loyal Customer,57,Business travel,Business,1928,4,4,4,4,3,5,4,3,3,4,3,5,3,3,0,5,0
27611,neutral or dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1816,3,4,2,4,1,2,1,1,3,3,5,4,4,1,0,0,1
83063,satisfied,Female,Loyal Customer,54,Business travel,Business,984,1,1,1,1,4,4,4,5,5,5,5,5,5,3,10,12,0
100641,satisfied,Female,disloyal Customer,15,Business travel,Eco,1484,4,0,4,2,2,4,2,2,5,5,5,4,3,2,0,0,1
43194,satisfied,Male,Loyal Customer,38,Business travel,Eco,2045,4,5,4,5,4,4,4,4,1,5,5,3,4,4,0,0,0
126494,neutral or dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,3295,2,4,1,1,4,1,4,4,3,5,3,3,5,4,0,0,1
33694,satisfied,Male,disloyal Customer,13,Business travel,Eco,1595,5,5,5,4,2,5,2,2,1,4,1,5,2,2,0,0,1
82980,satisfied,Female,Loyal Customer,46,Business travel,Business,2458,5,5,5,5,3,4,5,4,4,4,4,5,4,5,2,48,0
57495,satisfied,Female,Loyal Customer,42,Business travel,Business,1566,4,4,4,4,4,5,5,4,4,4,4,5,4,5,3,0,0
122428,satisfied,Male,Loyal Customer,41,Business travel,Eco,2022,4,4,4,4,4,4,4,4,4,1,5,5,2,4,0,0,0
26838,satisfied,Female,disloyal Customer,22,Business travel,Eco,1295,5,0,5,2,2,5,2,2,1,5,1,5,1,2,0,0,1
50234,neutral or dissatisfied,Male,Loyal Customer,62,Business travel,Business,387,4,5,5,5,3,4,3,4,4,4,4,2,4,2,0,0,1
83755,satisfied,Female,Loyal Customer,60,Personal Travel,Eco,1202,2,2,2,2,3,3,3,5,5,5,5,5,5,3,0,0,0
79438,satisfied,Female,Loyal Customer,53,Business travel,Business,209,4,4,4,4,5,4,4,5,5,5,5,4,5,5,0,0,0
25817,satisfied,Male,Loyal Customer,47,Business travel,Eco,2873,5,4,4,4,5,5,5,5,2,1,4,5,4,5,22,23,0
47554,neutral or dissatisfied,Male,Loyal Customer,59,Business travel,Eco Plus,2241,3,3,3,3,3,3,3,3,2,4,2,2,2,3,0,0,1
58781,neutral or dissatisfied,Female,disloyal Customer,57,Business travel,Eco,2590,1,0,0,4,3,0,3,3,1,3,3,1,3,3,0,3,1
107123,satisfied,Female,Loyal Customer,26,Business travel,Business,5169,1,1,1,1,5,5,5,5,3,5,4,5,4,5,0,0,0
110211,neutral or dissatisfied,Female,disloyal Customer,28,Business travel,Eco,3170,2,2,2,3,3,2,3,3,3,4,4,2,4,3,15,8,1
37530,neutral or dissatisfied,Female,Loyal Customer,25,Business travel,Business,1895,3,1,1,1,3,3,3,3,1,1,4,3,4,3,3,5,1
117036,neutral or dissatisfied,Female,disloyal Customer,24,Business travel,Business,1659,4,2,4,3,3,4,3,3,2,2,4,4,4,3,4,2,1
43713,satisfied,Female,Loyal Customer,27,Personal Travel,Eco,1329,0,5,0,1,4,4,4,2,2,0,3,5,2,4,0,0,0
23107,satisfied,Male,Loyal Customer,38,Business travel,Business,2990,0,0,0,1,1,2,2,5,5,5,5,2,5,4,0,0,0
50412,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Business,3713,3,3,3,3,5,3,4,3,3,4,3,2,3,4,0,0,1
77842,satisfied,Female,Loyal Customer,28,Business travel,Business,3349,3,3,3,3,1,2,1,1,4,3,4,4,4,1,2,0,0
43496,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1811,5,5,5,5,2,4,4,4,4,4,4,5,4,3,22,15,0
110481,neutral or dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,2068,1,2,1,2,2,1,3,2,3,4,1,4,3,2,0,0,1
49494,satisfied,Female,Loyal Customer,36,Business travel,Business,230,4,4,4,4,4,1,5,5,5,4,4,4,5,2,0,0,0
41366,satisfied,Female,Loyal Customer,36,Business travel,Eco,1820,4,3,3,3,4,5,4,4,4,5,1,5,2,4,0,0,0
37200,satisfied,Female,Loyal Customer,22,Personal Travel,Eco Plus,2461,4,4,3,4,3,3,3,3,4,4,4,5,5,3,0,0,0
128172,neutral or dissatisfied,Female,disloyal Customer,17,Business travel,Eco,3638,3,3,3,5,2,3,2,2,1,3,4,4,1,2,0,0,1
18137,neutral or dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,1707,3,1,3,3,2,3,3,2,2,3,4,3,3,2,0,0,1
47872,neutral or dissatisfied,Female,Loyal Customer,48,Business travel,Eco,336,2,5,3,5,4,3,3,2,2,2,2,4,2,3,84,71,1
76919,neutral or dissatisfied,Male,Loyal Customer,52,Personal Travel,Business,1769,2,4,2,3,3,2,3,2,2,2,2,1,2,1,0,0,1
84659,neutral or dissatisfied,Female,disloyal Customer,41,Business travel,Business,3621,1,1,1,4,5,1,5,5,5,3,5,4,4,5,3,16,1
56105,satisfied,Female,Loyal Customer,79,Business travel,Eco,946,5,4,4,4,5,5,5,4,4,1,5,5,5,5,0,5,0
5406,neutral or dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,2129,2,5,2,3,2,2,3,2,4,4,2,5,2,2,10,0,1
94991,neutral or dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2065,3,5,3,2,4,3,4,4,5,3,4,5,5,4,0,0,1
67098,neutral or dissatisfied,Female,disloyal Customer,38,Business travel,Eco,2310,3,3,3,3,5,3,5,5,4,2,3,3,3,5,4,12,1
25215,satisfied,Male,Loyal Customer,34,Business travel,Business,3796,2,2,2,2,5,5,3,4,4,4,4,5,4,4,7,9,0
11072,satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1977,4,5,4,2,5,4,3,5,4,4,4,5,5,5,0,0,0
104092,neutral or dissatisfied,Male,disloyal Customer,30,Business travel,Eco,1658,4,2,4,3,4,4,3,4,1,3,3,2,4,4,0,0,1
118873,satisfied,Female,Loyal Customer,51,Business travel,Business,1177,2,2,2,2,3,5,4,5,5,5,5,4,5,3,2,0,0
106134,satisfied,Female,Loyal Customer,60,Business travel,Business,2827,1,1,1,1,3,4,4,5,5,5,5,4,5,5,0,0,0
23579,satisfied,Female,Loyal Customer,38,Business travel,Eco,2389,5,3,4,4,5,5,5,5,3,4,3,4,5,5,0,0,0
2436,neutral or dissatisfied,Female,Loyal Customer,49,Personal Travel,Eco,688,4,5,4,3,2,4,5,1,1,4,1,4,1,3,0,0,1
42333,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1685,2,2,2,2,4,4,4,4,4,4,4,4,4,3,0,0,0
86500,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2028,4,4,4,4,5,5,4,4,4,4,4,4,4,3,0,0,0
32967,satisfied,Female,Loyal Customer,70,Personal Travel,Eco,107,2,2,2,2,4,4,4,4,4,4,4,4,4,3,0,0,0
86066,neutral or dissatisfied,Female,disloyal Customer,20,Business travel,Eco,2011,2,0,2,4,3,2,3,3,3,5,4,3,5,3,0,0,1
112629,satisfied,Male,Loyal Customer,30,Business travel,Business,3388,1,1,1,1,3,3,3,3,4,4,4,5,4,3,9,0,0
111782,neutral or dissatisfied,Female,Loyal Customer,58,Business travel,Business,1659,1,3,3,3,3,3,2,1,1,1,1,3,1,1,0,0,1
74995,satisfied,Female,Loyal Customer,65,Personal Travel,Eco Plus,2587,2,2,2,2,3,3,3,3,3,2,5,5,4,3,67,40,0
71330,satisfied,Female,Loyal Customer,52,Business travel,Business,1560,4,4,4,4,5,5,5,5,5,4,5,3,5,4,3,0,0
3449,neutral or dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,1724,2,4,2,4,3,2,3,3,5,4,5,4,5,3,0,,1
41934,neutral or dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1206,1,0,1,2,1,1,1,1,3,2,5,4,4,1,13,9,1
103676,satisfied,Male,Loyal Customer,39,Business travel,Business,301,4,5,4,4,3,4,5,4,4,4,4,4,4,3,0,0,0
30108,neutral or dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,1701,1,2,1,3,2,1,2,2,1,3,3,2,3,2,0,0,1
50399,neutral or dissatisfied,Male,Loyal Customer,16,Business travel,Business,3766,2,4,4,4,2,3,2,2,3,1,3,4,4,2,0,0,1
16208,neutral or dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,2153,3,2,3,3,3,1,1,3,4,4,3,1,3,1,148,151,1
67914,neutral or dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,2737,2,4,2,3,2,2,2,2,2,5,4,3,4,2,18,20,1
95285,satisfied,Female,Loyal Customer,69,Personal Travel,Eco,285,4,4,4,4,2,4,4,5,5,5,5,3,5,5,9,10,0
129184,neutral or dissatisfied,Male,disloyal Customer,37,Business travel,Business,3699,2,2,2,5,4,2,4,4,3,2,3,4,4,4,21,3,1
46820,neutral or dissatisfied,Female,disloyal Customer,37,Business travel,Eco,2491,4,4,4,2,5,4,5,5,4,5,1,1,2,5,0,12,1
94768,neutral or dissatisfied,Male,Loyal Customer,61,Business travel,Business,221,4,4,4,4,5,3,4,3,3,3,4,2,3,2,72,70,1
109960,satisfied,Female,Loyal Customer,67,Personal Travel,Eco,1208,2,2,4,2,2,5,5,5,5,5,5,3,5,5,0,0,0
51337,satisfied,Male,Loyal Customer,37,Business travel,Eco Plus,1092,4,5,5,5,4,4,4,4,2,2,5,3,2,4,0,0,0
100064,neutral or dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1298,2,5,2,3,4,2,4,4,3,5,5,4,5,4,31,30,1
12324,satisfied,Female,Loyal Customer,48,Business travel,Business,1820,3,3,3,3,4,4,1,4,4,4,4,5,4,5,0,0,0
99676,satisfied,Male,Loyal Customer,54,Business travel,Business,3663,5,5,5,5,2,5,5,4,4,4,4,3,4,5,18,7,0
54173,neutral or dissatisfied,Female,disloyal Customer,22,Business travel,Eco,2362,1,1,1,5,1,1,1,1,4,5,1,5,4,1,0,0,1
78648,satisfied,Female,Loyal Customer,51,Business travel,Business,2981,5,5,5,5,1,5,5,3,3,3,3,2,3,3,0,0,0
79908,satisfied,Female,Loyal Customer,51,Business travel,Business,2346,2,2,2,2,3,4,5,3,3,3,3,3,3,3,0,0,0
94927,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Eco,1146,4,4,2,4,4,4,4,4,2,3,3,3,3,4,87,64,1
64400,satisfied,Male,Loyal Customer,58,Business travel,Business,1787,5,5,5,5,4,4,5,5,5,5,5,3,5,5,0,0,0
118025,satisfied,Female,Loyal Customer,59,Personal Travel,Business,1092,5,5,5,5,5,5,5,5,5,5,5,3,5,4,0,0,0
86598,neutral or dissatisfied,Male,Loyal Customer,58,Business travel,Business,1933,2,1,1,1,5,3,3,2,2,2,2,2,2,1,34,26,1
121121,satisfied,Male,Loyal Customer,43,Business travel,Business,2548,3,3,3,3,2,2,2,5,4,5,4,2,3,2,36,49,0
25567,satisfied,Female,Loyal Customer,43,Business travel,Eco,910,4,2,1,2,1,1,3,4,4,4,4,2,4,2,0,0,0
128584,satisfied,Female,Loyal Customer,41,Business travel,Business,2553,1,1,1,1,2,4,4,5,5,5,5,3,5,4,1,0,0
57282,neutral or dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,2347,3,3,3,2,3,3,3,3,3,3,2,3,1,3,136,136,1
120328,neutral or dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,1406,3,1,3,4,3,3,3,3,1,4,3,2,3,3,0,0,1
65048,neutral or dissatisfied,Female,Loyal Customer,10,Personal Travel,Eco,1250,4,1,4,3,2,4,2,2,4,4,2,2,2,2,5,0,1
67017,neutral or dissatisfied,Female,disloyal Customer,29,Business travel,Business,2159,2,2,2,2,4,2,2,4,4,2,4,3,5,4,29,20,1
16762,neutral or dissatisfied,Male,disloyal Customer,33,Business travel,Eco,2333,3,4,3,3,5,3,5,5,5,2,3,5,1,5,0,0,1
34104,satisfied,Male,Loyal Customer,22,Business travel,Business,2027,5,5,5,5,5,5,5,5,3,2,3,5,2,5,3,0,0
107350,neutral or dissatisfied,Female,Loyal Customer,47,Business travel,Eco,602,1,2,2,2,5,2,3,1,1,1,1,3,1,4,29,14,1
58184,neutral or dissatisfied,Female,disloyal Customer,31,Business travel,Eco,1905,3,3,3,3,1,3,1,1,2,3,3,4,3,1,16,5,1
6076,satisfied,Female,Loyal Customer,52,Personal Travel,Eco,719,5,5,5,5,5,5,5,5,4,5,4,5,3,5,56,49,0
11491,neutral or dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco Plus,1924,2,5,2,3,2,2,2,2,2,2,3,2,5,2,0,0,1
97667,satisfied,Female,Loyal Customer,9,Business travel,Business,1889,1,1,1,1,5,5,5,5,5,5,5,5,4,5,0,0,0
30779,satisfied,Male,Loyal Customer,65,Business travel,Business,3990,2,2,2,2,3,1,2,4,4,4,4,5,4,1,21,25,0
64679,satisfied,Male,Loyal Customer,42,Business travel,Business,1989,5,5,2,5,5,4,4,4,4,4,4,5,4,3,0,0,0
44182,satisfied,Male,Loyal Customer,57,Business travel,Eco,1211,4,2,2,2,5,4,5,5,3,2,3,3,2,5,0,0,0
54362,neutral or dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,2126,3,5,3,4,4,3,4,4,5,5,3,4,4,4,0,0,1
9592,satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1985,5,5,5,5,1,3,5,4,4,4,4,3,4,5,3,41,0
86347,satisfied,Female,Loyal Customer,57,Business travel,Business,1706,2,2,4,2,4,4,4,5,5,5,5,5,5,5,22,14,0
99425,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1982,1,1,1,1,5,5,5,5,5,5,5,3,5,3,0,4,0
117473,satisfied,Female,disloyal Customer,28,Business travel,Business,1190,4,4,4,3,4,4,5,4,4,5,4,5,5,4,0,0,1
90542,satisfied,Male,Loyal Customer,57,Business travel,Business,3275,1,1,1,1,5,5,4,5,5,5,5,3,5,5,15,49,0
15882,neutral or dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,1978,2,0,4,2,1,4,3,1,5,2,4,5,5,1,2,0,1
100850,satisfied,Female,Loyal Customer,52,Personal Travel,Eco,748,5,5,5,5,3,4,4,5,5,5,5,3,5,4,0,0,0
116919,neutral or dissatisfied,Male,disloyal Customer,36,Business travel,Business,1369,3,3,3,1,3,3,3,3,4,3,4,5,5,3,1,0,1
40271,satisfied,Female,Loyal Customer,52,Personal Travel,Eco,417,5,1,1,1,2,4,1,5,5,5,5,2,5,5,0,0,0
50569,neutral or dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1865,2,0,2,2,3,2,3,3,5,1,4,2,4,3,42,38,1
112796,neutral or dissatisfied,Male,disloyal Customer,44,Business travel,Business,2413,1,1,1,4,5,1,5,5,3,2,4,5,5,5,0,0,1
111117,satisfied,Female,Loyal Customer,54,Business travel,Business,1053,3,3,1,3,2,5,5,5,5,5,5,3,5,3,26,9,0
122544,satisfied,Male,Loyal Customer,53,Business travel,Business,533,2,2,2,2,3,5,5,5,5,5,5,4,5,5,30,23,0
